YearMonth,yr,eff_ship_days,anchor_NOx_t,anchor_PM25_t,anchor_CO2_t_mid,anchor_CO2_t_lo,anchor_CO2_t_hi,tanker_weight,NOx_t_per_ship_day_source,PM25_t_per_ship_day_source,CO2_t_per_ship_day_low_source,CO2_t_per_ship_day_mid_source,CO2_t_per_ship_day_high_source,calibration_reference
2009-01,2009,310.8979166666667,337.932518115942,9.011533816425121,16896.6259057971,7461.55,21299.29005880409,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
2009-02,2009,299.1772222222222,325.1926328502415,8.671803542673107,16259.631642512075,7180.253333333333,20496.317580443956,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
2009-03,2009,333.7972222222222,362.8230676328502,9.675281803542672,18141.15338164251,8011.133333333333,22868.097455142797,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
2009-04,2009,322.3555555555556,350.3864734299517,9.34363929146538,17519.323671497586,7736.533333333335,22084.240877066182,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
2009-05,2009,221.55916666666667,240.82518115942028,6.422004830917874,12041.259057971014,5317.42,15178.786035674364,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
2009-06,2009,20.55847222222222,22.346165458937197,0.5958977455716586,1117.3082729468597,493.4033333333333,1408.439360809412,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
2009-07,2009,258.165,280.6141304347826,7.48304347826087,14030.70652173913,6195.960000000001,17686.61326838898,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
2009-08,2009,213.94805555555558,232.55223429951693,6.201392914653785,11627.611714975847,5134.753333333334,14657.356799468991,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
2009-09,2009,232.8722222222222,253.12198067632846,6.749919484702093,12656.099033816423,5588.9333333333325,15953.831601474958,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
2009-10,2009,218.05097222222224,237.01192632850243,6.320318035426732,11850.59631642512,5233.223333333333,14938.443315285467,0.4,CARB 2021 San Pedro Bay container-at-anchor excess (7.5 tpd / 6.9 ships),CARB 2021 (0.2 tpd / 6.9 ships),Vukic & Lai 2022 generic-fleet (~24 t; omits reefer),CARB-NOx x physical aux+boiler CO2/NOx ratio ~50 (~54 t),"Zhang et al. 2024 all-source ceiling, Oct peak (~69 t)",CARB (2021) Emissions Impact of Recent Congestion at the California Ports; IMO Fourth GHG Study 2020
