week_start,low_inner_west_hours,low_inner_west_density,low_outer_west_hours,low_outer_west_density,low4_inner_west_hours,low4_inner_west_density,low4_outer_west_hours,low4_outer_west_density,movement_inner_west_hours,movement_inner_west_density,movement_outer_west_hours,movement_outer_west_density,low_inner_north_hours,low_inner_north_density,low_outer_north_hours,low_outer_north_density,low4_inner_north_hours,low4_inner_north_density,low4_outer_north_hours,low4_outer_north_density,movement_inner_north_hours,movement_inner_north_density,movement_outer_north_hours,movement_outer_north_density,low_inner_south_hours,low_inner_south_density,low_outer_south_hours,low_outer_south_density,low4_inner_south_hours,low4_inner_south_density,low4_outer_south_hours,low4_outer_south_density,movement_inner_south_hours,movement_inner_south_density,movement_outer_south_hours,movement_outer_south_density,low_0-50nm,low_50-150nm,low_150-300nm,low_total_0_300,low4_0-50nm,low4_50-150nm,low4_150-300nm,low4_total_0_300,movement_0-50nm,movement_50-150nm,movement_150-300nm,movement_total_0_300,days_included,low_outer_share_west,ddd_west,ddd4_west,low_outer_share_north,ddd_north,ddd4_north,low_outer_share_south,ddd_south,ddd4_south,low_offshore_share
2019-03-11,0.0,0.0,1.4285714285714286,0.6526896775530998,0.0,0.0,2.2857142857142856,1.0443034840849599,19.285714285714285,10.413367128233551,21.428571428571427,9.790345163296498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.857142857142858,12.3417684482768,0.0,0.0,23.285714285714285,12.573176606681992,0.0,0.0,12.714285714285714,6.865108699353972,12.571428571428571,5.743669162467279,422.85714285714283,67.14285714285714,35.714285714285715,525.7142857142857,426.7142857142857,68.42857142857143,37.714285714285715,532.8571428571429,56.285714285714285,116.42857142857143,213.85714285714286,386.57142857142856,7,1.0,0.5585375239974404,0.7711905925600895,,0.0,0.0,0.0,-2.4370674049035563,-2.4542633427137663,0.19565217391304351
2019-03-18,0.14285714285714285,0.07713605280173001,2.4285714285714284,1.1095724518402699,0.14285714285714285,0.07713605280173001,2.7142857142857144,1.24011038735089,18.428571428571427,9.950550811423172,21.0,9.59453826003057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.285714285714285,14.732986085130433,3.142857142857143,1.4359172906168198,28.285714285714285,15.272938454742542,3.2857142857142856,1.5011862583721298,13.0,7.019380804957431,12.714285714285714,5.80893813022259,450.85714285714283,90.28571428571429,52.285714285714285,593.4285714285714,454.0,94.14285714285714,54.42857142857143,602.5714285714286,47.57142857142857,105.14285714285714,264.57142857142856,417.2857142857143,7,0.9444444444444444,0.7052307291506303,0.7652705763744532,,0.0,0.0,0.10328638497652583,-1.7018111039526373,-1.7091133553976574,0.24025036109773715
2019-03-25,0.14285714285714285,0.07713605280173001,0.0,0.0,0.14285714285714285,0.07713605280173001,0.0,0.0,23.285714285714285,12.573176606681994,23.0,10.508303808604909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.285714285714285,13.653081345906212,0.7142857142857143,0.32634483877655,26.142857142857142,14.115897662716591,0.8571428571428571,0.39161380653186,13.857142857142858,7.482197121767811,12.142857142857142,5.5478622592013505,488.85714285714283,72.57142857142857,37.857142857142854,599.2857142857143,493.0,74.57142857142857,41.857142857142854,609.4285714285714,50.57142857142857,115.57142857142857,276.57142857142856,442.7142857142857,7,0.0,0.09072097581614802,0.09072097581614802,,0.0,0.0,0.027472527472527472,-2.1433928397042896,-2.126452042693809,0.1842669845053635
2019-04-01,0.0,0.0,1.1428571428571428,0.52215174204248,0.0,0.0,1.8571428571428572,0.84849658081903,25.428571428571427,13.730217398707941,24.571428571428573,11.22626245391332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.142857142857142,10.336231075431822,0.0,0.0,20.142857142857142,10.876183445043932,0.0,0.0,15.571428571428571,8.40782975538857,15.285714285714286,6.983779549818169,486.57142857142856,44.42857142857143,62.57142857142857,593.5714285714286,490.42857142857144,46.857142857142854,64.14285714285714,601.4285714285714,49.857142857142854,134.0,279.7142857142857,463.57142857142856,7,1.0,0.6064396446081863,0.8006873407173973,,0.0,0.0,0.0,-2.263873518260982,-2.310404635353091,0.1802647412755716
2019-04-08,0.0,0.0,0.2857142857142857,0.13053793551061998,0.0,0.0,0.7142857142857143,0.32634483877655,22.0,11.878952131466422,23.285714285714285,10.63884174411553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,21.058142414872293,0.0,0.0,40.0,21.598094784484402,0.0,0.0,14.142857142857142,7.636469227371271,13.428571428571429,6.13528296899914,477.42857142857144,106.71428571428571,56.714285714285715,640.8571428571429,483.42857142857144,108.85714285714286,57.285714285714285,649.5714285714286,59.285714285714285,119.85714285714286,268.0,447.14285714285717,7,1.0,0.22393999885435134,0.383673347644343,,0.0,0.0,0.0,-2.902739868617884,-2.926923665526031,0.25501560410164953
2019-04-15,0.7142857142857143,0.38568026400865013,0.14285714285714285,0.06526896775530999,0.8571428571428571,0.4628163168103801,0.14285714285714285,0.06526896775530999,21.714285714285715,11.724680025862963,23.571428571428573,10.76937967962615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.285714285714285,22.292319259699973,4.714285714285714,2.15387593592523,41.857142857142854,22.600863470906894,4.857142857142857,2.2191449036805397,15.571428571428571,8.407829755388573,18.142857142857142,8.289158904924369,448.42857142857144,102.71428571428571,53.857142857142854,605.0,453.42857142857144,105.0,58.42857142857143,616.8571428571429,57.285714285714285,126.85714285714286,286.42857142857144,470.57142857142856,7,0.16666666666666666,-0.1849216648108003,-0.23909404214070706,,0.0,0.0,0.10248447204968944,-1.9867972242033813,-1.9794732484657613,0.2587957497048406
2019-04-22,0.8571428571428571,0.4628163168103801,0.0,0.0,1.0,0.5399523696121101,0.0,0.0,20.571428571428573,11.107591603449121,20.285714285714285,9.26819342125402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.857142857142858,8.022149491379922,0.0,0.0,15.285714285714286,8.253557649785112,0.0,0.0,10.428571428571429,5.630931854526291,10.0,4.5688277428717,443.14285714285717,58.285714285714285,24.571428571428573,526.0,447.57142857142856,59.714285714285715,26.857142857142858,534.1428571428571,43.857142857142854,98.85714285714286,262.14285714285717,404.85714285714283,7,0.0,-0.21558200074376588,-0.26696992613149595,,0.0,0.0,0.0,-2.025121835666798,-2.050447315536276,0.15752308527973927
2019-04-29,0.0,0.0,0.7142857142857143,0.32634483877655,0.0,0.0,0.8571428571428571,0.39161380653186,20.857142857142858,11.261863709052582,20.571428571428573,9.398731356764639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.428571428571429,7.790741332974732,0.0,0.0,15.0,8.099285544181651,0.0,0.0,13.428571428571429,7.250788963362622,11.857142857142858,5.41732432369073,447.57142857142856,50.57142857142857,54.714285714285715,552.8571428571429,452.0,52.57142857142857,56.285714285714285,560.8571428571429,51.57142857142857,120.42857142857143,264.14285714285717,436.14285714285717,7,1.0,0.4472370379583319,0.4952742061780091,,0.0,0.0,0.0,-1.9223914774837954,-1.9568883299328115,0.1904392764857881
2019-05-06,0.0,0.0,2.5714285714285716,1.1748414195955799,0.0,0.0,4.142857142857143,1.8928000649039898,24.857142857142858,13.421673187501023,24.142857142857142,11.030455550647389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.142857142857142,8.716373966595492,0.0,0.0,16.857142857142858,9.102054230604141,0.0,0.0,12.0,6.479428435345321,10.857142857142858,4.960441549403559,400.14285714285717,64.57142857142857,81.85714285714286,546.5714285714286,405.57142857142856,66.57142857142857,89.0,561.1428571428571,51.857142857142854,116.14285714285714,303.85714285714283,471.85714285714283,7,1.0,0.958246511743805,1.2435156740441378,,0.0,0.0,0.0,-2.0468006872918423,-2.0857269794588076,0.26790381599581814
2019-05-13,3.5714285714285716,1.9284013200432504,1.0,0.45688277428717,3.857142857142857,2.0826734256467105,1.2857142857142858,0.5874207097977899,23.857142857142858,12.881720817888914,26.857142857142858,12.27056593799828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.571428571428573,10.567639233837012,0.14285714285714285,0.06526896775530999,21.428571428571427,11.570407920259502,0.14285714285714285,0.06526896775530999,13.285714285714286,7.173652910560891,12.571428571428571,5.743669162467279,472.2857142857143,84.0,46.285714285714285,602.5714285714286,476.85714285714283,86.57142857142857,47.714285714285715,611.1428571428571,41.57142857142857,115.14285714285714,313.7142857142857,470.42857142857144,7,0.21875,-0.6531331522275967,-0.6186622816161282,,0.0,0.0,0.007246376811594202,-2.1926724005084703,-2.2758063961073423,0.2162162162162162
2019-05-20,1.2857142857142858,0.6942244752155701,0.2857142857142857,0.13053793551061998,1.4285714285714286,0.7713605280173003,0.8571428571428571,0.39161380653185995,17.857142857142858,9.642006600216252,20.285714285714285,9.26819342125402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.285714285714285,12.573176606681992,0.0,0.0,24.428571428571427,13.190265029095832,0.0,0.0,17.571428571428573,9.487734494612793,15.714285714285714,7.1795864530841,466.57142857142856,77.57142857142857,74.71428571428571,618.8571428571429,470.7142857142857,82.14285714285714,78.28571428571429,631.1428571428571,38.857142857142854,99.0,277.42857142857144,415.2857142857143,7,0.1818181818181818,-0.36877357455043347,-0.20552586937099893,,0.0,0.0,0.0,-2.3595306993454797,-2.4039913306682825,0.24607571560480146
